"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"WASH7P"	289.234563366928	-0.302936698157878	0.242452414903043	-1.24946867730323	0.211493703001235	0.335628941193183
"WASH9P"	143.701051127817	0.462238866341605	0.194707370369722	2.37401833050222	0.0175956769335912	0.0474321343806764
"LINC01128"	270.15479418825	0.270781964021322	0.132181368531374	2.04856378043211	0.04050478939086	0.0928591988065802
"NOC2L"	5335.80009265594	-0.526938094335724	0.115320912168503	-4.56931951392979	4.89310335769883e-06	5.02202796080614e-05
"KLHL17"	111.670846580064	-0.110530539839077	0.215280356816625	-0.513426034188646	0.607653338288059	0.724349653397024
"PLEKHN1"	169.963594899537	-0.400794321858114	0.357695703191545	-1.12048961808045	0.26250517427761	0.395733159638602
"HES4"	883.383412710506	-0.531957301293441	0.184920711184549	-2.87667778198492	0.00401885738469519	0.0142126939418395
"ISG15"	397.667664105143	0.136432569263555	0.356655303698144	0.382533409285916	0.70206575271036	0.797302701972343
"AGRN"	4842.2543163852	-0.0808815462342534	0.128132895378611	-0.631231706700003	0.52788903326013	0.654253857860563
"LOC100288175"	121.339113733591	-0.864499794846188	0.24432439800558	-3.53832773928065	0.000402669922082893	0.00210120199842863
"RNF223"	90.2388756663795	-1.45701102160591	0.352674455267018	-4.13131997468535	3.60686105099304e-05	0.000276470672734921
"C1orf159"	360.717630226032	0.118943484511375	0.184330110777882	0.645274307108195	0.518749439635134	0.646854196261793
"SDF4"	6526.12730173485	-0.479577484857753	0.102191689685769	-4.69292059200132	2.69332054109802e-06	2.98257824177122e-05
"B3GALT6"	1394.77388418919	-0.295032082741287	0.152057385976936	-1.94026801687908	0.052347126165946	0.114241584798876
"C1QTNF12"	149.789455765491	-0.368896826993671	0.270355805469949	-1.36448642688635	0.172414523195928	0.287328781338022
"UBE2J2"	2556.05554544437	-0.293446867564097	0.146357281737784	-2.00500353709658	0.0449626689002526	0.101144944918545
"ACAP3"	869.957974688588	-0.284486946067195	0.173649480193869	-1.63828273916848	0.101362726669386	0.190620305574473
"PUSL1"	1586.32174786633	-0.0685812299301002	0.186915845363273	-0.366909663526984	0.71368640297533	0.805193958370372
"INTS11"	2514.38558835089	-0.256075947932399	0.129875061431682	-1.97170992729117	0.0486427297293621	0.107715832023697
"CPTP"	1843.54264615115	-0.180555867148104	0.150644850155912	-1.19855319953676	0.230701725249805	0.358582240552783
"TAS1R3"	17.2201884136872	0.67297586620065	0.460935674148214	1.46002122192923	0.144284241534	0.251200018903275
"DVL1"	2093.13088408579	-0.609749096192051	0.144735716106549	-4.21284471168938	2.52174441444758e-05	0.000203974979291261
"MXRA8"	342.779688321057	-0.442866995407081	0.132775205728162	-3.33546457697673	0.000851570022660453	0.00394732631937458
"AURKAIP1"	7421.25757349648	-0.439407345017091	0.274293143834396	-1.60196255318136	0.109163890448027	0.201899395883467
"CCNL2"	812.458173812782	0.828410184754209	0.133070168409192	6.22536361573421	4.80440432141332e-10	1.50598292634984e-08
"MRPL20-AS1"	782.64289774847	0.211755231420811	0.151874874905447	1.39427427711558	0.163234795505458	0.275581541721418
"MRPL20"	2893.04083827286	-0.420626037653403	0.228940761957947	-1.83727019188774	0.0661700180417396	0.137222444014952
"VWA1"	2035.73485747014	-0.0439593494389579	0.111330012839797	-0.394856232543644	0.692948992174261	0.79036528028643
"ATAD3B"	2527.49267355868	-0.37790456428049	0.186932422035571	-2.02161059149268	0.0432165970015374	0.0981379133034765
"ATAD3A"	5085.11593915817	-0.432783467630533	0.212823166738048	-2.03353551337398	0.041998449424878	0.0957070378443765
"SSU72"	4458.89029588147	-0.532270418865425	0.199178724939434	-2.67232566644494	0.0075327503693869	0.0238931667668982
"FNDC10"	175.245027012092	0.143008798495576	0.262391305688277	0.54502110167275	0.585739004641911	0.706556955798581
"MIB2"	524.010199151371	-0.472766037128244	0.227073564361904	-2.08199505062052	0.0373429218068898	0.0871247643277384
"CDK11B"	1992.05318067492	0.00428898571068108	0.223340622807335	0.0192037868291474	0.984678536707929	0.990291451999589
"SLC35E2B"	393.108318110059	0.736017821791368	0.207816891213961	3.54166505663676	0.000397610008895657	0.00208146300982385
"CDK11A"	784.2684966799	-0.0642853232303977	0.250593341770245	-0.25653244725607	0.797539729176335	0.866342487939264
"SLC35E2A"	555.860040993625	0.680251390323281	0.183422097061607	3.70866651957862	0.000208353619299053	0.00121050454265241
"NADK"	1737.25339760644	-0.217290120788442	0.106061706766678	-2.04871416284534	0.0404900734796496	0.0928574210528304
"GNB1"	9083.22947240425	-0.0999047691495099	0.0765095581179289	-1.30578154686922	0.191626857113164	0.311323535422143
"TMEM52"	58.6061381482377	0.0113899366387863	0.348143048154485	0.0327162547095645	0.973900861446255	0.984244217583599
"PRKCZ"	848.438602695062	0.0544850910835058	0.124827947054226	0.436481512107518	0.662487410056315	0.767402514074337
"FAAP20"	1104.21095063511	-0.218828097051497	0.259197562001064	-0.844252142505102	0.398528522759164	0.537150645507648
"LOC112268219"	134.733252356101	0.436299855036677	0.309564363918994	1.4093994848543	0.158717076302916	0.269904121841645
"SKI"	1582.47173456855	0.611646565708142	0.204224746407539	2.9949679285564	0.0027447369954744	0.010376102796172
"MORN1"	128.64809734121	0.154410129843222	0.209446096667944	0.73723087849197	0.460981958472825	0.595096503183251
"LOC100129534"	24.3497103360372	-0.166426250615343	0.449887424746627	-0.36992865650573	0.711435648898246	0.803439729821457
"RER1"	4293.21084346484	-0.56359704661459	0.118499040272803	-4.75613174011456	1.97337717058373e-06	2.2880183347708e-05
"PEX10"	602.006173955311	0.127152223901876	0.167762518029074	0.757929872510859	0.448492965871976	0.584278228879664
"PRDM16"	64.6633451082709	-0.0594710691085431	0.284189874994026	-0.209265263619238	0.834241167035401	0.893604633532654
"LOC105378604"	31.9152394355197	0.438649182058883	0.371405655955694	1.18105143264488	0.237582291946396	0.366964787630132
"ARHGEF16"	1010.16272545078	0.140822666447522	0.106972146203774	1.31644237724524	0.188025606866652	0.306744689527007
"MEGF6"	144.603257123943	0.0869446123274911	0.241338246063435	0.360260396956055	0.718652412326276	0.809152082235518
"TPRG1L"	2237.57933626801	-0.17569642455744	0.0889890234021938	-1.97436063280933	0.0483407510239752	0.107101108526473
"WRAP73"	630.086680772508	-0.467331108994633	0.105506993393035	-4.42938514278128	9.45021258658e-06	8.84720534634004e-05
"TP73"	788.79407657531	0.0839448154244742	0.130968728071399	0.640953124158852	0.521553139039916	0.649054733142435
"SMIM1"	61.5662475996569	-0.0381384966972303	0.275173611903241	-0.138597943434492	0.889767868527129	0.929831153476499
"LRRC47"	2281.81800152393	-0.185907504292509	0.0902280248190873	-2.06041864116238	0.0393585363331726	0.0907473758241983
"CEP104"	826.740178943592	0.409194091447899	0.10279543770313	3.98066393403216	6.87230510824141e-05	0.000475599213776582
"DFFB"	180.397718548206	0.309566184767835	0.182629880670891	1.69504674498304	0.0900665535431308	0.173843324587306
"C1orf174"	797.398938434418	0.113167160231431	0.113661237751336	0.995653069334107	0.319418740005744	0.458100597949889
"LINC01134"	18.9644420353542	0.627688780773819	0.528242230702914	1.18825937096808	0.234731239305775	0.363572790376879
"NPHP4"	185.146662257339	0.352134921589177	0.200858872724548	1.7531459617026	0.0795769559121325	0.158133085719187
"KCNAB2"	193.128861335528	-0.69827274461213	0.190309293510348	-3.66914684896437	0.000243361264457415	0.00137959947451136
"RPL22"	21181.9341389988	-0.194093587989417	0.20387256796652	-0.952033860785485	0.34107980957258	0.480372269246356
"RNF207"	78.8703701324312	1.05991789489716	0.27605460901261	3.8395225447902	0.000123273809810774	0.000777582241618904
"ICMT"	5215.76504605112	-0.278620191061355	0.122097944005916	-2.28194007138936	0.0224928786359427	0.0578140322569996
"LINC00337"	39.6801348896909	-1.01636204041109	0.378751258256824	-2.68345521831089	0.00728657330132506	0.0232507136575455
"GPR153"	96.9581556958095	-0.185178460528611	0.210325385986728	-0.880437992113306	0.378622082714627	0.51797118360282
"ACOT7"	4400.89563595246	-0.0885578928255572	0.106582831041888	-0.830883285421022	0.406039566908832	0.544519741328715
"ESPN"	237.05936973518	-0.340897250385287	0.227498934022729	-1.49845647343222	0.134014693294421	0.236500694670589
"PLEKHG5"	126.976632060933	-0.0402517933645168	0.205438363731171	-0.195931240073489	0.844663985100728	0.900137077794729
"NOL9"	1768.37638421713	0.147181300645362	0.133878855949565	1.09936180438237	0.271610284108858	0.406013487982294
"ZBTB48"	292.183067837332	0.927835215619412	0.197688808705006	4.69341295391152	2.6868434533014e-06	2.97914361571865e-05
"KLHL21"	1999.86513626051	0.03434747534003	0.157731251100081	0.217759480765397	0.827616516588391	0.888508923683661
"PHF13"	1402.13403396713	-0.338356131155519	0.091804492424463	-3.68561627236183	0.000228149890775407	0.00130896332683461
"THAP3"	425.993728040683	0.551256803471646	0.188208906468744	2.9289623632301	0.00340095599953852	0.0123791081491399
"DNAJC11"	1520.18972205799	-0.279176863322813	0.141857396925046	-1.96801061752404	0.0490668160729934	0.108528660754511
"CAMTA1"	846.544297213675	0.00699996240057385	0.143957356551195	0.0486252496452618	0.961217947455237	0.976706554665314
"VAMP3"	2819.60603421615	-0.271309077258727	0.152702523738936	-1.77671639351924	0.0756149136681762	0.152120489261166
"PER3"	778.651343171258	0.630545284915683	0.209469938973745	3.01019462747213	0.00261080333757396	0.00997840239494581
"PARK7"	7633.50651130234	-0.563915883378812	0.159086984906492	-3.54470155877471	0.000393057854430803	0.00206235397271649
"ERRFI1"	1607.07964958256	-0.624366421757721	0.166291979511902	-3.75463942151843	0.00017359119772892	0.00103656742991693
"RERE"	1575.95357361995	0.822245202574502	0.157343623578106	5.2257929738496	1.73410302003813e-07	2.81728297962781e-06
"ENO1"	77542.8174815403	-0.388970998472576	0.146620966429233	-2.65290161390604	0.00798031281644109	0.0249621336794149
"ENO1-AS1"	16.8045440096954	-0.565709140775516	0.524741333224351	-1.0780723853016	0.28100145407749	0.4167317567873
"SLC2A5"	105.346961598931	-3.34301160040362	0.36965816121067	-9.04352169435377	1.51703880350585e-19	3.2596759581137e-17
"GPR157"	289.166904114294	-0.163170209221726	0.205669378983958	-0.793361705217445	0.427567115415858	0.564323946940946
"H6PD"	544.366721182516	-0.200958918993208	0.226505949773148	-0.887212539866943	0.374964482363002	0.514605628313579
"SPSB1"	1027.65601367244	0.101304238142341	0.145807547699554	0.694780481124915	0.487192882258191	0.618839013867622
"SLC25A33"	893.343618674239	0.0397342647623042	0.112042674909553	0.354635095907698	0.72286298016843	0.812518015365466
"TMEM201"	2032.60459990417	-0.0421197900833001	0.107558519549046	-0.39159882694456	0.695354654782924	0.79236290403029
"PIK3CD"	44.6258667098687	-0.257202745403309	0.295459265830678	-0.870518461081896	0.38401713490427	0.523164831797631
"CLSTN1"	3393.25792282218	0.17651302498467	0.102367979808796	1.72429919311061	0.0846538448955836	0.16594445581209
"CTNNBIP1"	208.535852870576	-0.179757837731989	0.166610713661406	-1.07890923567677	0.280628191277477	0.416409975963305
"LZIC"	1375.38079860431	-0.183753075961985	0.0751745580738507	-2.44435192796834	0.0145112634793363	0.0406901814505827
"NMNAT1"	163.24522565997	0.105831510122716	0.214920170001386	0.492422419552492	0.622420753442934	0.73730544041625
"RBP7"	39.2136248291366	-0.785151201124153	0.433776813252666	-1.81003496991163	0.0702903643532385	0.143885715106614
"UBE4B"	1561.78028054827	0.514777671205599	0.153034290356391	3.36380604638849	0.000768755481984545	0.00362269562468982
"KIF1B"	2402.25683352726	0.505815431519921	0.187442274008346	2.69851309794395	0.00696499970317407	0.0224233267389282
"PGD"	6598.52987616194	-0.122479306426249	0.0829228360675608	-1.47702746594991	0.139668274987915	0.244694997289453
"CENPS"	89.0579823275822	0.0585687914497095	0.405204841510559	0.144541193613017	0.885073130158564	0.926961025155062
"DFFA"	6266.03063482432	-0.435096488055173	0.23323796390995	-1.86546169740685	0.0621167162339215	0.130729683043966
"PEX14"	640.465677601588	-0.0912147703257477	0.1350499197563	-0.675415213058597	0.49941200278825	0.629855789183477
"CASZ1"	452.549632251189	0.189563721624133	0.160955556435933	1.17773953146866	0.238900461895517	0.368488127054774
"TARDBP"	6211.95654522091	0.111735995372504	0.0653634379972564	1.70945713377553	0.0873663055330497	0.169911521505298
"SRM"	4939.25892672749	-0.798615385822846	0.136620768990694	-5.84549034325259	5.05078238959907e-09	1.24835849711018e-07
"EXOSC10"	1834.660006253	0.0604960953618714	0.170979091548682	0.353821597798387	0.72347258648424	0.812724664570625
"MTOR"	1877.90314727963	0.263584236758472	0.154145816629989	1.70996685165435	0.0872720029564185	0.169777690330813
"UBIAD1"	964.240627228256	0.292526205746763	0.104629366182342	2.79583272287979	0.00517661862183586	0.0175032774822582
"FBXO2"	4851.32630841433	-0.55295421564236	0.216155463331175	-2.55813203664054	0.0105236126531243	0.0312866698872846
"FBXO44"	479.426544816531	-0.15706614165789	0.216569034015635	-0.725247459184541	0.468300232212515	0.602074473415858
"FBXO6"	383.144752120946	-0.389787786129387	0.163129979262607	-2.38943073426073	0.0168745054697629	0.0457938810079815
"MAD2L2"	1299.0520338464	-0.0525942712981973	0.197414505019388	-0.266415435345199	0.789919278978064	0.861436201256202
"AGTRAP"	537.54444029084	0.199465467380433	0.196928665995656	1.01288182891988	0.311116608790466	0.448754380934017
"MTHFR"	438.397589855036	0.404489809940529	0.224403368146395	1.80251220506035	0.0714648561996995	0.145886425726693
"CLCN6"	223.085612397931	1.16370050955757	0.190233758657201	6.11721346290878	9.52257722862409e-10	2.73995191878467e-08
"NPPB"	2454.23819268368	-1.17042262139953	0.285996049523963	-4.09244331642933	4.26851607045455e-05	0.000319638121182522
"KIAA2013"	1866.97166306513	0.128809941993786	0.133071500886401	0.967975420249802	0.333056645520479	0.472270423802429
"PLOD1"	3113.94628757864	-0.158234046641564	0.0799788647123714	-1.97844827143548	0.0478781587165177	0.106411883620529
"MFN2"	3749.21411723708	-0.161315228085531	0.114147358961356	-1.41321910163637	0.157591311771396	0.268594145420429
"MIIP"	567.372617840262	-0.0472964223928793	0.24248603487177	-0.195048025829159	0.84535535038903	0.900657707764128
"TNFRSF1B"	451.875817741984	-0.538518522907307	0.126618713158102	-4.25307215241468	2.10857599447362e-05	0.000174583277802223
"VPS13D"	744.235512582548	0.719765684032502	0.235206526537936	3.06014333286969	0.00221231087884227	0.0087172664195473
"DHRS3"	1032.3616929622	0.67557420162712	0.196316807756506	3.44124483964227	0.000579044315923705	0.00285598977294913
"PRDM2"	574.676779627649	0.63828297584091	0.242836684516511	2.62844543900661	0.00857761142712217	0.0265094880786783
"KAZN"	51.6404534461673	0.259919630627995	0.282909548556824	0.918737568081017	0.358232854642376	0.497825458827056
"TMEM51"	1033.66109440777	0.377237024950896	0.134997303252969	2.79440415371852	0.00519954514186574	0.0175674208419821
"EFHD2"	1682.6143585642	-0.47804847386964	0.11029268298655	-4.3343625426896	1.46183094290068e-05	0.000127450993595045
"CASP9"	262.927188731554	0.210566127254026	0.191992427250098	1.09674183648781	0.272754262346485	0.407310191828881
"DNAJC16"	572.502745390663	0.419916161021202	0.134559537414763	3.12067185343289	0.00180438979102855	0.00738043622845635
"AGMAT"	3000.81069278501	-0.416479494976069	0.100316855849865	-4.15164023481135	3.30100894418408e-05	0.000256378107922134
"DDI2"	1128.30950706651	0.984595537227544	0.201756568224975	4.88011639913323	1.06023246233755e-06	1.34385130757082e-05
"PLEKHM2"	2144.19068550087	0.142060936042514	0.141727444807938	1.00235304626445	0.316173110992778	0.454342797538785
"TMEM82"	162.979162183103	-0.436729322951937	0.23463429764944	-1.86131919897082	0.0626991135017131	0.131705706412775
"FBLIM1"	457.030262506434	-0.180971289769396	0.121618608885596	-1.48802302071743	0.136744822688468	0.240340898580698
"RPL12P14"	32.1450470333672	-0.0370096803934217	0.314684573655412	-0.117608816865451	0.906377618586922	0.93988967345022
"UQCRHL"	189.000481480322	-0.439096208582881	0.195694680103171	-2.24378204022403	0.0248464285076187	0.0627972150594756
"RPS16P1"	15.4066029912463	0.0981035941560607	0.392965579364723	0.249649331411309	0.80285854524156	0.870133545371629
"FLJ37453"	99.6418153917149	-0.412777117223157	0.235568538507805	-1.75225910827426	0.0797292639982081	0.158412118565866
"SPEN"	2189.18647407966	0.994815136029559	0.327382396512754	3.03869464768489	0.00237605553736599	0.0092312078940769
"ZBTB17"	436.916896512302	0.675914054408456	0.158999234491856	4.2510522554942	2.12768513922779e-05	0.000176056033694364
"EPHA2"	3909.34297008778	-0.57596918113271	0.15025325272882	-3.83332254491843	0.000126424010614802	0.000794538294167766
"LOC101927479"	151.49049460576	0.376702396717317	0.250847625918311	1.50171800645222	0.133169951549648	0.235571649786803
"ARHGEF19"	227.758621552243	-0.248273372932887	0.201870774195244	-1.22986288591118	0.218748454408675	0.344179391712811
"CPLANE2"	61.423062610291	-0.237751468022449	0.270820619320259	-0.877892786078064	0.380001904429872	0.519143442058853
"FBXO42"	620.131502099892	0.217561299626973	0.150474744459832	1.44583265722075	0.148224143961795	0.256580307414115
"SZRD1"	1754.45162977138	-0.210542873237293	0.135273919564828	-1.55641881239638	0.119608534617539	0.216586230552516
"NECAP2"	1000.7484053537	-0.344906960984718	0.090564487616147	-3.80841287863946	0.000139861605589222	0.000863008943797876
"NBPF1"	153.496899471964	0.822984187826571	0.368783645767852	2.2316179073316	0.0256402270789297	0.0644124278984541
"CROCCP2"	33.6189048242653	1.1506755139116	0.360309673620272	3.19357374546733	0.00140523440391357	0.00599632694712894
"EIF1AXP1"	319.645757303609	-0.341241824204458	0.204744217417313	-1.66667380651309	0.0955792840510931	0.182161262107105
"CROCC"	127.375780418269	-0.336235604982438	0.19540622257865	-1.72070060280247	0.08530516694937	0.166975526608802
"MFAP2"	66.6834764023693	-0.490079537286648	0.283058871155579	-1.73136964507035	0.0833858570160091	0.1639413204202
"ATP13A2"	1669.30568953973	-0.518548619290016	0.118177616225219	-4.38787509727547	1.14463474986168e-05	0.000104301122692594
"SDHB"	2531.29713273022	-0.539248153379777	0.0961323109955438	-5.60943711635908	2.02985735682586e-08	4.26526178353851e-07
"PADI2"	27.1571141805076	-1.2192460918413	0.46800940184694	-2.60517435553581	0.00918275175980146	0.0279809283952596
"ARHGEF10L"	336.369403121019	0.500205020402326	0.1650275077501	3.03104026244996	0.00243712747359234	0.0094272393156786
"KLHDC7A"	228.688241276271	0.795908365516029	0.23142442980793	3.43917176841093	0.000583496881541369	0.00287475793487208
"ALDH4A1"	824.226919208068	-0.476361349765099	0.114890476528665	-4.14622137672347	3.38007041349414e-05	0.000261494181466718
"IFFO2"	2916.48507524638	-0.394084372703796	0.130179782714931	-3.02723175968704	0.00246804652415232	0.00952747487532809
"UBR4"	5096.2557005243	0.63394654686406	0.218054570097453	2.90728392704971	0.00364582118079229	0.0130915444125377
"EMC1"	2911.26119983537	-0.0679142523565221	0.070596318910045	-0.962008407875481	0.336045380489306	0.4752698622488
"MRTO4"	6671.10549441644	-0.0640519519868508	0.285734607948614	-0.224165887523046	0.822628225856428	0.885938013327351
"AKR7A3"	18.7318187974764	0.613613691185748	0.469721358775538	1.30633551087672	0.191438486017153	0.311131329842688
"AKR7A2"	1982.63853629184	-0.389690953790265	0.122301709901481	-3.18630830349124	0.00144100947703557	0.00611568278211784
"SLC66A1"	1232.89060178085	-0.266918166280158	0.19103261315108	-1.39723873257737	0.162341792877867	0.274595907150703
"CAPZB"	6769.04861402639	-0.467297983570798	0.129318147111813	-3.61355303959586	0.000302029536098581	0.00164970786383981
"MICOS10"	1603.9058544347	-0.122861511483212	0.244981664503677	-0.501513089692341	0.616010067939041	0.732068343004808
